#AGE=10.000 EEPS=269
#EEP   M/Mo    LogTeff  LogG   LogL/Lo open    gp1     rp1     ip1     zp1     yp1     wp1     
 247  0.993077  3.6047  1.3315  2.4757 -1.1893  0.0599 -0.9661 -1.4796 -1.7267 -1.8602 -0.9646
 248  0.993105  3.6015  1.2785  2.5156 -1.2716  0.0092 -1.0308 -1.5646 -1.8224 -1.9602 -1.0376
 249  0.993129  3.5983  1.2267  2.5547 -1.3514 -0.0398 -1.0931 -1.6473 -1.9163 -2.0582 -1.1081
 250  0.993152  3.5951  1.1756  2.5932 -1.4289 -0.0853 -1.1509 -1.7276 -2.0085 -2.1547 -1.1756
 251  0.993173  3.5920  1.1256  2.6307 -1.5034 -0.1267 -1.2033 -1.8047 -2.0981 -2.2489 -1.2391
 252  0.993192  3.5890  1.0772  2.6670 -1.5742 -0.1637 -1.2497 -1.8779 -2.1844 -2.3401 -1.2983
 253  0.993210  3.5859  1.0291  2.7029 -1.6429 -0.1968 -1.2910 -1.9490 -2.2694 -2.4303 -1.3544
 254  0.993226  3.5829  0.9825  2.7376 -1.7079 -0.2250 -1.3258 -2.0161 -2.3511 -2.5175 -1.4058
 255  0.993242  3.5799  0.9361  2.7718 -1.7706 -0.2487 -1.3546 -2.0807 -2.4312 -2.6036 -1.4537
 256  0.993256  3.5769  0.8909  2.8051 -1.8306 -0.2706 -1.3772 -2.1434 -2.5106 -2.6883 -1.4977
 257  0.993268  3.5740  0.8468  2.8375 -1.8877 -0.2883 -1.3942 -2.2030 -2.5873 -2.7706 -1.5379
 258  0.993280  3.5711  0.8035  2.8692 -1.9419 -0.3012 -1.4052 -2.2593 -2.6614 -2.8509 -1.5744
 259  0.993292  3.5682  0.7609  2.9002 -1.9935 -0.3088 -1.4098 -2.3124 -2.7330 -2.9294 -1.6069
 260  0.993302  3.5653  0.7193  2.9304 -2.0422 -0.3113 -1.4084 -2.3621 -2.8016 -3.0056 -1.6357
 261  0.993312  3.5625  0.6784  2.9600 -2.0878 -0.3075 -1.3996 -2.4080 -2.8673 -3.0797 -1.6601
 262  0.993321  3.5597  0.6384  2.9889 -2.1307 -0.2981 -1.3841 -2.4503 -2.9299 -3.1516 -1.6805
 263  0.993329  3.5570  0.5992  3.0171 -2.1704 -0.2821 -1.3611 -2.4887 -2.9893 -3.2213 -1.6966
 264  0.993337  3.5542  0.5607  3.0447 -2.2050 -0.2501 -1.3146 -2.5200 -3.0446 -3.2895 -1.7026
 265  0.993345  3.5515  0.5227  3.0718 -2.2360 -0.2081 -1.2548 -2.5464 -3.0966 -3.3561 -1.7024
 266  0.993352  3.5489  0.4858  3.0981 -2.2643 -0.1612 -1.1895 -2.5695 -3.1456 -3.4204 -1.6987
 267  0.993359  3.5463  0.4496  3.1239 -2.2905 -0.1091 -1.1187 -2.5897 -3.1920 -3.4829 -1.6920
 268  0.993365  3.5437  0.4143  3.1491 -2.3145 -0.0531 -1.0444 -2.6069 -3.2354 -3.5430 -1.6828
 269  0.993371  3.5412  0.3795  3.1737 -2.3363  0.0069 -0.9672 -2.6211 -3.2757 -3.6009 -1.6710
 270  0.993377  3.5387  0.3455  3.1978 -2.3561  0.0698 -0.8888 -2.6327 -3.3130 -3.6563 -1.6575
 271  0.993382  3.5362  0.3122  3.2213 -2.3739  0.1357 -0.8098 -2.6415 -3.3471 -3.7090 -1.6422
 272  0.993387  3.5338  0.2794  3.2442 -2.3892  0.2059 -0.7294 -2.6471 -3.3776 -3.7591 -1.6244
 273  0.993392  3.5314  0.2473  3.2666 -2.4026  0.2783 -0.6516 -2.6500 -3.4045 -3.8062 -1.6056
 274  0.993396  3.5287  0.2148  3.2886 -2.4047  0.3785 -0.5714 -2.6376 -3.4150 -3.8434 -1.5749
 275  0.993401  3.5264  0.1840  3.3100 -2.4094  0.4674 -0.5051 -2.6285 -3.4260 -3.8793 -1.5504
 276  0.993405  3.5241  0.1538  3.3309 -2.4125  0.5572 -0.4417 -2.6174 -3.4341 -3.9125 -1.5253
 277  0.993409  3.5217  0.1244  3.3511 -2.4137  0.6483 -0.3805 -2.6040 -3.4392 -3.9430 -1.4990
 278  0.993412  3.5195  0.0960  3.3704 -2.4132  0.7387 -0.3223 -2.5887 -3.4415 -3.9705 -1.4722
 279  0.993412  3.5177  0.0726  3.3866 -2.4140  0.8100 -0.2791 -2.5773 -3.4440 -3.9934 -1.4522


